lat,lon,acc,bear,bearAcc,mag_x,mag_y,mag_z,heading,33_dbm,25_dbm,181_dbm,200_dbm,208_dbm,189_dbm,254_dbm,246_dbm,131_dbm,459_dbm,476_dbm,188_dbm,195_dbm,443_dbm,timestamp,intersection_points,label
24.7892176,120.9951213,12.024999618530273,0.0,10.0,-11.88,25.38,-36.0,-9.91708,-89,-90,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7892174,120.995121,11.020999908447266,0.0,10.0,-6.06,36.6,-26.76,3.8416207,-89,-90,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7892174,120.995121,11.020999908447266,0.0,10.0,-9.42,35.76,-26.34,12.880057,0,-86,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7892174,120.995121,11.020999908447266,0.0,10.0,-3.1799998,35.82,-27.96,14.642105,0,-86,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7892174,120.995121,11.020999908447266,0.0,10.0,9.0,34.26,-25.08,-13.507712,0,-86,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7892174,120.995121,11.020999908447266,0.0,10.0,13.799999,35.64,-20.039999,-22.676184,0,-86,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7892174,120.995121,11.020999908447266,0.0,10.0,0.29999998,32.399998,-30.3,2.7893977,0,-86,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7892173,120.9951209,11.857999801635742,0.0,10.0,-1.74,32.7,-30.359999,27.388767,0,-86,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7892173,120.9951209,11.857999801635742,0.0,10.0,8.7,30.48,-30.599998,-17.051718,0,-86,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7892173,120.9951209,11.857999801635742,0.0,10.0,23.34,27.66,-24.06,-49.696327,0,-86,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7892173,120.9951209,11.857999801635742,0.0,10.0,14.82,31.859999,-26.34,-25.467281,0,-86,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7892173,120.9951209,11.857999801635742,0.0,10.0,6.8399997,38.64,-19.92,4.952484,0,-84,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7892227,120.9951215,11.857999801635742,352.1273498535156,10.0,15.059999,29.34,-27.779999,-7.8690586,0,-84,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7892227,120.9951215,11.857999801635742,352.1273498535156,10.0,25.019999,19.859999,-28.74,-59.888268,0,-84,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7892227,120.9951215,11.857999801635742,352.1273498535156,10.0,17.34,12.3,-38.34,-25.8669,0,-84,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7892227,120.9951215,11.857999801635742,352.1273498535156,10.0,4.2,17.34,-39.42,61.598442,0,-84,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7892386,120.9951223,10.142999649047852,2.023043155670166,10.0,13.139999,13.98,-37.8,-9.208867,0,-84,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7892386,120.9951223,10.142999649047852,2.023043155670166,10.0,23.76,12.48,-32.94,-72.41166,0,-84,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7892386,120.9951223,10.142999649047852,2.023043155670166,10.0,19.14,7.9199996,-39.059998,-49.208984,0,-84,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7892386,120.9951223,10.142999649047852,2.023043155670166,10.0,7.02,13.2,-41.04,75.75427,0,-84,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7892386,120.9951223,10.142999649047852,2.023043155670166,10.0,14.219999,13.2,-38.219997,-0.80484986,0,-84,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7892554,120.9951236,5.150000095367432,358.8283996582031,10.0,25.32,15.179999,-29.699999,-60.29155,0,-84,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
