lat,lon,acc,bear,bearAcc,mag_x,mag_y,mag_z,heading,25_dbm,195_dbm,181_dbm,200_dbm,208_dbm,33_dbm,189_dbm,188_dbm,131_dbm,196_dbm,246_dbm,459_dbm,476_dbm,timestamp,intersection_points,label
24.7894819,120.9948867,10.017000198364258,318.3399963378906,0.0,28.68,2.8799999,-36.239998,111.87672,-88,-89,-93,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7894819,120.9948867,10.017000198364258,318.3399963378906,0.0,35.94,10.74,-27.779999,-21.414684,-88,-89,-93,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7894919,120.994874,10.005999565124512,317.9041748046875,0.0,46.92,3.3,-3.84,127.65808,-88,-89,-93,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7894919,120.994874,10.005999565124512,317.9041748046875,0.0,42.54,3.3,-21.0,-64.85683,-88,-89,-93,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7894919,120.994874,10.005999565124512,317.9041748046875,0.0,32.76,4.44,-31.8,74.05925,-88,-89,-93,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7895013,120.9948625,10.015000343322754,316.8833923339844,0.0,44.76,9.36,-10.32,-65.07542,-88,-89,-93,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7895013,120.9948625,10.015000343322754,316.8833923339844,0.0,45.539997,-4.14,5.04,-125.08965,-88,-89,-93,0,0,0,0,0,0,0,0,0,0,16,0,1
24.789511,120.9948496,10.026000022888184,315.4345703125,0.0,39.42,-0.78,-26.4,88.48853,-88,-89,-93,0,0,0,0,0,0,0,0,0,0,16,0,1
24.789511,120.9948496,10.026000022888184,315.4345703125,0.0,42.18,5.3399997,-22.98,-85.46195,-88,-89,-93,0,0,0,0,0,0,0,0,0,0,16,0,1
24.789511,120.9948496,10.026000022888184,315.4345703125,0.0,46.26,5.22,13.559999,69.65557,-88,-89,-93,0,0,0,0,0,0,0,0,0,0,16,0,1
24.78952,120.994837,10.026000022888184,313.18157958984375,0.0,48.78,-2.34,-1.86,-76.879,-88,-89,-93,0,0,0,0,0,0,0,0,0,0,16,0,1
24.78952,120.994837,10.026000022888184,313.18157958984375,0.0,41.46,0.9,-22.199999,122.06737,-88,-89,-93,0,0,0,0,0,0,0,0,0,0,16,0,1
24.78952,120.994837,10.026000022888184,313.18157958984375,0.0,40.68,-0.78,-23.16,-25.237988,-88,-89,-93,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7895287,120.9948222,9.979000091552734,306.5810852050781,0.0,47.46,-4.7999997,2.1599998,-166.86818,-88,-89,-93,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7895287,120.9948222,9.979000091552734,306.5810852050781,0.0,42.78,-10.44,-13.62,-80.60735,-88,-89,-93,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7895287,120.9948222,9.979000091552734,306.5810852050781,0.0,39.48,1.5,-24.66,104.54738,-88,-89,-93,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7895366,120.9948046,9.987000465393066,301.698486328125,0.0,46.98,5.3399997,-5.16,-77.85611,-88,0,0,-87,-87,0,0,0,0,0,0,0,0,16,0,1
24.7895366,120.9948046,9.987000465393066,301.698486328125,0.0,44.82,-2.22,10.679999,172.20038,-88,0,0,-87,-87,0,0,0,0,0,0,0,0,16,0,1
24.7895443,120.9947902,9.946000099182129,300.11883544921875,0.0,44.399998,-2.22,-13.32,96.05265,-88,0,0,-87,-87,0,0,0,0,0,0,0,0,16,0,1
24.7895443,120.9947902,9.946000099182129,300.11883544921875,0.0,43.559998,6.0,-16.92,125.338425,-88,0,0,-87,-87,0,0,0,0,0,0,0,0,16,0,1
24.7895443,120.9947902,9.946000099182129,300.11883544921875,0.0,47.879997,1.56,2.1599998,-115.04956,-88,0,0,-87,-87,0,0,0,0,0,0,0,0,16,0,1
24.7895443,120.9947902,9.946000099182129,300.11883544921875,0.0,46.559998,-7.08,5.2799997,-109.96539,-88,0,0,-87,-87,0,0,0,0,0,0,0,0,16,0,1
24.7895514,120.9947735,9.854000091552734,294.9802551269531,0.0,42.239998,-3.54,-20.82,149.68332,-88,0,0,-87,-87,0,0,0,0,0,0,0,0,16,0,1
24.7895514,120.9947735,9.854000091552734,294.9802551269531,0.0,45.18,2.8799999,-15.96,-22.391464,-88,0,0,-87,-87,0,0,0,0,0,0,0,0,16,0,1
24.789557,120.9947561,9.90999984741211,290.8823547363281,0.0,45.36,-8.4,5.94,-125.80688,-88,0,0,-87,-87,0,0,0,0,0,0,0,0,16,0,1
24.789557,120.9947561,9.90999984741211,290.8823547363281,0.0,43.68,-13.62,-2.9399998,-105.893364,-88,0,0,-87,-87,0,0,0,0,0,0,0,0,16,0,1
24.789557,120.9947561,9.90999984741211,290.8823547363281,0.0,44.219997,-2.34,-10.38,111.88736,-88,0,0,-87,-87,0,0,0,0,0,0,0,0,16,0,1
24.789557,120.9947561,9.90999984741211,290.8823547363281,0.0,44.219997,0.17999999,12.54,-75.12949,-88,0,0,-87,-87,0,0,0,0,0,0,0,0,16,0,1
24.7895604,120.9947397,9.942999839782715,289.6673583984375,0.0,39.84,-9.48,15.36,177.6468,-88,0,0,-87,-87,0,0,0,0,0,0,0,0,16,0,1
24.7895604,120.9947397,9.942999839782715,289.6673583984375,0.0,42.899998,-6.72,-0.71999997,-19.240917,-88,0,0,-87,-87,0,0,0,0,0,0,0,0,16,0,1
