lat,lon,acc,bear,bearAcc,mag_x,mag_y,mag_z,heading,33_dbm,25_dbm,195_dbm,181_dbm,208_dbm,189_dbm,200_dbm,188_dbm,196_dbm,443_dbm,459_dbm,246_dbm,254_dbm,476_dbm,131_dbm,timestamp,intersection_points,label
24.7892379,120.9950763,11.270000457763672,94.96827697753906,0.0,99.24,35.7,0.0,-61.825993,-88,-89,-91,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7892379,120.9950763,11.270000457763672,94.96827697753906,0.0,93.659996,47.28,6.3599997,-58.492516,-88,-89,-91,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7893715,120.9950741,10.145000457763672,348.8370361328125,0.0,-2.04,22.08,-37.079998,-19.789623,-92,-91,0,-96,0,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7893715,120.9950741,10.145000457763672,348.8370361328125,0.0,-7.68,34.5,-27.359999,31.536018,-92,-91,0,-96,0,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7893715,120.9950741,10.145000457763672,348.8370361328125,0.0,7.5,24.96,-37.32,-6.6716228,-92,-91,0,-96,0,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7893715,120.9950741,10.145000457763672,348.8370361328125,0.0,8.4,13.86,-42.899998,-26.460299,-92,-91,0,-96,0,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7893715,120.9950741,10.145000457763672,348.8370361328125,0.0,-25.56,34.32,-9.78,31.161875,-92,-91,0,-96,0,0,0,0,0,0,0,0,0,0,0,16,0,0
24.789647,120.9947961,10.012999534606934,288.1064758300781,0.0,-13.92,-18.72,-35.94,-123.81854,-93,-83,0,0,-86,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7896605,120.9947645,10.04699993133545,289.58587646484375,0.0,-13.799999,-32.7,-24.539999,-138.02164,-93,-83,0,0,-86,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7896605,120.9947645,10.04699993133545,289.58587646484375,0.0,-33.42,10.2,-24.0,67.27498,-93,-83,0,0,-86,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7896605,120.9947645,10.04699993133545,289.58587646484375,0.0,-30.24,-6.96,-28.74,-50.57795,-93,-83,0,0,-86,0,0,0,0,0,0,0,0,0,0,16,0,0
24.7896692,120.9947484,10.0649995803833,290.96002197265625,0.0,1.56,-35.579998,-25.619999,-17.521814,-93,-83,0,0,-86,0,0,0,0,0,0,0,0,0,0,16,0,0
