lat,lon,bear,heading,magx_kalman,magy_kalman,magz_kalman,magx_lowess,magy_lowess,magz_lowess,mag,mag_kalman,mag_lowess,timestamp,intersection_points,33_dbm,25_dbm,181_dbm,200_dbm,208_dbm,189_dbm,246_dbm,label
24.7892176,120.9951213,0.0,-9.91708,-5.811266554401168,20.15023452338706,-20.940751685315742,20.63868340389476,22.784651794305713,-31.692583366005405,45.62103462220032,29.636427778324695,44.153317547441006,16,0,-90.0,-90.0,0.0,0.0,0.0,,,0
24.7892174,120.995121,0.0,3.8416207,-4.351397856920779,23.616804085009033,-22.38403174956407,20.78259611430537,22.593748559426125,-31.59459122422133,45.74255349234453,32.828843657131856,44.05237757309535,16,0,-90.0,-90.0,0.0,0.0,0.0,,,0
24.7892174,120.995121,0.0,12.880057,-2.718267692449791,26.046379978344092,-23.46836853334431,20.926072632664575,22.402936501216676,-31.49668374489873,45.40164754719811,35.1648576115554,43.952624115418494,16,0,0.0,-85.0,0.0,0.0,0.0,,,0
24.7892174,120.995121,0.0,14.642104999999999,-0.4055457484134184,27.70010972990049,-24.31715680307075,21.06910838678898,22.212214935488245,-31.398862533925126,45.55157954152633,36.861696398669906,43.854057839371215,16,0,0.0,-85.0,0.0,0.0,0.0,,,0
24.7892174,120.995121,0.0,-13.507712,2.1885207912756197,28.705287703265256,-24.86713712618871,21.2116990766784,22.02158256025032,-31.301129500567342,43.40223496549458,38.04152565596903,43.75667930943535,16,0,0.0,-85.0,0.0,0.0,0.0,,,0
24.7892174,120.995121,0.0,-22.676184,4.091866624064065,29.266799762737556,-25.39965715392905,21.353840864447974,21.831037458103282,-31.20348682142423,43.153807854232305,38.9670569116843,43.66048907165462,16,0,0.0,-85.0,0.0,0.0,0.0,,,0
24.7892174,120.995121,0.0,2.7893977000000003,5.010755505298987,29.31927164935574,-26.371808634609476,21.49553046018358,21.640577105074463,-31.105937063678024,44.361468307394915,39.7517251379492,43.56548780646042,16,0,0.0,-85.0,0.0,0.0,0.0,,,0
24.7892173,120.9951209,0.0,27.388766999999998,6.407340388644991,29.125679797872742,-27.02174619272334,21.63676504847337,21.45019836856505,-31.008483277948123,44.65475494591814,40.24343427005369,43.471676376836655,16,0,0.0,-85.0,0.0,0.0,0.0,,,0
24.7892173,120.9951209,0.0,-17.051718,8.630109503074998,28.64659988610743,-27.39786014310049,21.77754237773545,21.259897537782642,-30.91112868283361,44.05769260412992,40.56783473998446,43.37905568102859,16,0,0.0,-85.0,0.0,0.0,0.0,,,0
24.7892173,120.9951209,0.0,-49.696327000000004,10.845791344394073,28.021082662451303,-27.51131545404348,21.917860761632056,21.06967033407943,-30.81387656691429,43.459346520627754,40.73922853312215,43.28762660892956,16,0,0.0,-85.0,0.0,0.0,0.0,,,0
24.7892173,120.9951209,0.0,-25.467281,11.794493081933336,27.42440582887647,-27.90786845219688,22.057719001076382,20.87951196609446,-30.716730331283745,43.91454811654107,40.866333621598756,43.19739007992884,16,0,0.0,-85.0,0.0,0.0,0.0,,,0
24.7892173,120.9951209,0.0,4.952483999999999,12.436392109937351,26.47344935077738,-28.43302746697709,22.197115994347723,20.689417184276106,-30.619693695076567,44.00729025850149,40.79147484681279,43.10834703246992,16,0,0.0,-85.0,0.0,0.0,0.0,,,0
24.7892227,120.99512150000001,352.1273498535156,-7.8690586,13.645795493901804,24.550726285256754,-29.656476284341522,22.336051003249725,20.4993801877836,-30.522770721385523,43.12038397695459,40.846694865052406,43.02049854445363,16,0,0.0,-85.0,0.0,0.0,0.0,,,0
24.7892227,120.99512150000001,352.1273498535156,-59.888268000000004,14.711791019528777,22.24547440707705,-31.033845074068253,22.474523868986232,20.309394594200313,-30.425965932855007,42.969844196133664,40.919402081158005,42.93384602930208,16,0,0.0,-85.0,0.0,0.0,0.0,,,0
24.7892227,120.99512150000001,352.1273498535156,-25.8669,14.732478692783571,20.130755191978924,-32.59936885685043,22.612534796688937,20.11945357393885,-30.329284096423535,43.839721714445226,41.048898680691764,42.84839105318796,16,0,0.0,-85.0,0.0,0.0,0.0,,,0
24.7892227,120.99512150000001,352.1273498535156,61.598442000000006,14.48874965046328,18.641493961583226,-33.69401148681023,22.750084011869372,19.9295502406043,-30.232730038368786,43.26952738359873,41.14262477804307,42.764135217642036,16,0,0.0,-85.0,0.0,0.0,0.0,,,0
24.789238600000004,120.9951223,2.023043155670166,-9.208867,15.288355280968354,17.25618564126548,-34.31897404067666,22.88717203644034,19.739677938013564,-30.136308293103877,42.39032877579508,41.343702413881225,42.681080193208764,16,0,0.0,-85.0,0.0,0.0,0.0,,,0
24.789238600000004,120.9951223,2.023043155670166,-72.41166,16.305815818402326,16.132552781163348,-34.65840187268818,23.02379997679719,19.54983016204054,-30.040022994440342,42.489193920336966,41.56132467943529,42.59922776580229,16,0,0.0,-85.0,0.0,0.0,0.0,,,0
24.789238600000004,120.9951223,2.023043155670166,-49.208984,16.567381900387378,15.300656572957282,-35.138783379417006,23.15996940362751,19.360000636960947,-29.94387794861269,44.2125484158514,41.753111644312895,42.518579868588084,16,0,0.0,-85.0,0.0,0.0,0.0,,,0
24.789238600000004,120.9951223,2.023043155670166,75.75426999999999,16.56807064018313,15.058268109906404,-35.29752323822225,23.295682008416335,19.170183405615074,-29.847876749817175,43.678392827575514,41.79913336375243,42.43913852229388,16,0,0.0,-85.0,0.0,0.0,0.0,,,0
24.789238600000004,120.9951223,2.023043155670166,-0.80484986,17.536985208764637,14.964303215025474,-34.985230555445646,23.43093976773673,18.980372902754812,-29.752022606288108,42.86276405273008,41.89800207577134,42.36090583417704,16,0,0.0,-85.0,0.0,0.0,0.0,,,0
24.7892554,120.9951236,358.8283996582031,-60.29155,18.84226005808559,15.011256725358406,-34.40760283989298,23.56574523961819,18.790563854872023,-29.656318250935914,41.8763024900719,42.00299662832352,42.28388405626197,16,0,0.0,-85.0,0.0,0.0,0.0,,,0
24.7892594,120.99512379999999,358.5406799316406,-36.283524,19.49065716107701,15.04473245475655,-34.216121153911494,23.70010143505231,18.60075122790331,-29.56076606549523,43.29290011075719,42.15415327135628,42.20807558575787,16,0,0.0,-85.0,0.0,0.0,0.0,,,0
24.7892594,120.99512379999999,358.5406799316406,59.836493999999995,20.010336058208374,15.062611777124776,-33.97674620718936,23.834011453463226,18.41093015580153,-29.465368324800743,42.77208903011402,42.21036727557068,42.13348290471355,16,0,0.0,-90.0,0.0,0.0,0.0,,,0
24.7892594,120.99512379999999,358.5406799316406,-10.448328,21.15369218309383,14.826706785493199,-33.56156867159092,23.967478624073788,18.221095888427925,-29.370127080053592,43.82998922108014,42.351963576415066,42.06010855512877,16,0,0.0,-90.0,0.0,0.0,0.0,,,0
24.7892594,120.99512379999999,358.5406799316406,-65.2336,22.16660986331275,14.687183863748624,-33.0201997296131,24.10050670765015,18.031243716844898,-29.275044076347303,42.869820930346805,42.39581999281784,41.98795516828398,16,0,0.0,-90.0,0.0,0.0,0.0,,,0
