lat,lon,bear,heading,magx_kalman,magy_kalman,magz_kalman,magx_lowess,magy_lowess,magz_lowess,mag,mag_kalman,total magnetic intensity,timestamp,intersection_points,33_dbm,25_dbm,181_dbm,200_dbm,208_dbm,189_dbm,label
24.789262,120.99508859999999,5.000432014465332,-95.068825,65.64276414528103,16.65365064087234,-4.975720113427765,128.3329226979457,34.24922582249394,4.567548315342479,95.0969715606128,67.90489198097875,132.90301356722532,16,0,-80.0,-90.0,0.0,0.0,0.0,0.0,0
24.789271,120.99508929999999,3.2186954021453857,-69.8633,76.07613246136279,20.419018496952447,-3.882886783317792,128.30091549981668,33.97244594524197,4.744297617970389,97.61558816398139,78.86438395391019,132.80723007984682,16,0,-80.0,-90.0,0.0,0.0,0.0,0.0,0
24.789271,120.99508929999999,3.2186954021453857,-78.73518,84.18144162447862,23.563063358578617,-2.440485459944757,128.2685324767968,33.69564829031205,4.920839981730466,99.0362478797334,87.45106653492623,132.71182239567534,16,0,-80.0,-90.0,0.0,0.0,0.0,0.0,0
24.7892806,120.99509029999999,3.259469747543335,-66.96664399999999,90.74618737370457,26.565723975898162,-0.588634267345312,128.23577005292765,33.41883369459156,5.097173476354677,116.66778977849886,94.55662167996381,132.61678756485605,16,0,-80.0,-90.0,0.0,0.0,0.0,0.0,0
24.7892806,120.99509029999999,3.259469747543335,-75.42055,95.15088922768804,28.05597119690538,0.04563584341073157,128.20262468793362,33.14200309993122,5.273296299628384,104.56080718869761,99.20096432621786,132.52212268227026,16,0,-80.0,-90.0,0.0,0.0,0.0,0.0,0
24.7892806,120.99509029999999,3.259469747543335,-67.5631,99.1527654715126,28.892461392205895,0.7334244759846833,128.1690929845752,32.86515735683568,5.449206566366607,103.48824281047581,103.27915151380196,132.42782493411718,16,0,0.0,-80.0,0.0,0.0,0.0,0.0,0
24.7892904,120.9950913,0.3661991357803345,-82.87765,103.47054750326595,29.118367012673705,1.566559270556319,128.13517162471086,32.588297252956565,5.624902430552722,115.99514645018559,107.50110513877773,132.33389154896943,16,0,0.0,-80.0,0.0,0.0,0.0,0.0,0
24.7892904,120.9950913,0.3661991357803345,-75.709335,106.65332290742512,29.205729345268846,2.2808722331475395,128.10085736130347,32.311423544786685,5.800382127292455,125.25449453013651,110.60338282316926,132.24031980078627,16,0,0.0,-80.0,0.0,0.0,0.0,0.0,0
24.7892904,120.9950913,0.3661991357803345,-55.778843,107.9802638203088,28.978102403075443,2.224355000683414,128.066147121879,32.03453701597667,5.9756439021787395,108.72333948513548,111.82314406577774,132.14710712125475,16,0,0.0,-80.0,0.0,0.0,0.0,0.0,0
24.7892904,120.9950913,0.3661991357803345,-65.75505,109.69789522321304,28.8565458266448,2.5461896678479903,128.03103799051902,31.757638478073652,6.150685938508387,110.52750407097781,113.45841324147334,132.05425107942537,16,0,0.0,-80.0,0.0,0.0,0.0,0.0,0
24.7893008,120.99509040000001,352.67303466796875,-99.467476,111.99165887727976,28.401557114240827,3.1735827026270846,127.99552722666921,31.48072880965498,6.3255064999983635,126.32359482978632,115.58049892507339,131.96174941588788,16,0,0.0,-80.0,0.0,0.0,0.0,0.0,0
24.789312600000002,120.9950866,350.3317565917969,-93.12878,112.69161837006197,28.262144032756385,3.38763793688015,127.95961225658672,31.203808927537775,6.500103935178336,122.38343398581377,116.23091553878145,131.8696000282492,16,0,0.0,-80.0,0.0,0.0,0.0,0.0,0
24.789312600000002,120.9950866,350.3317565917969,-82.5113,112.45067929023539,28.349834668829534,3.4199622691479186,127.92329060778381,30.926879864067313,6.674476573278881,108.13095394011837,116.01967307533553,131.7778009210095,16,0,0.0,-80.0,0.0,0.0,0.0,0.0,0
24.789312600000002,120.9950866,350.3317565917969,-64.175224,113.3339870302433,28.41095623306295,3.969534181367301,127.88655994620859,30.649942768897457,6.848622755828321,113.49657792197966,116.90822148961732,131.6863502427778,16,0,0.0,-80.0,0.0,0.0,0.0,0.0,0
24.7893212,120.9950831,346.1162414550781,-92.39829,114.69181439775402,28.464912265312,4.853125229239111,127.84941811605606,30.37299886514618,7.022540937931845,129.7790668796783,118.27094463396935,131.59524631954312,16,0,0.0,-80.0,0.0,0.0,0.0,0.0,0
24.7893212,120.9950831,346.1162414550781,-67.44553,114.64435612111052,28.30842689947782,4.81106341229199,127.81186314551015,30.096049429553595,7.1962296394500065,119.06713904348253,118.18562414737329,131.50448765352627,16,0,0.0,-80.0,0.0,0.0,0.0,0.0,0
