lat,lon,acc,bear,bearAcc,mag_x,mag_y,mag_z,heading,25_dbm,33_dbm,181_dbm,195_dbm,208_dbm,189_dbm,246_dbm,200_dbm,188_dbm,476_dbm,459_dbm,196_dbm,timestamp,intersection_points,label
24.7892593,120.9949863,4.583000183105469,14.558091163635254,10.0,-0.48,19.98,-45.12,43.22956,-78,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7892593,120.9949863,4.583000183105469,14.558091163635254,10.0,-8.82,27.0,-41.7,32.93893,-78,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7892593,120.9949863,4.583000183105469,14.558091163635254,10.0,-6.24,30.42,-37.92,20.256454,-73,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7892593,120.9949863,4.583000183105469,14.558091163635254,10.0,-5.64,35.46,-32.579998,12.879738,-73,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7892593,120.9949863,4.583000183105469,14.558091163635254,10.0,-17.76,29.22,-36.18,49.992096,-73,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7892676,120.9949928,4.28000020980835,30.713598251342773,10.0,-20.699999,27.119999,-35.7,58.251617,-73,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7892676,120.9949928,4.28000020980835,30.713598251342773,10.0,7.14,32.46,-33.54,-30.599487,-73,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7892676,120.9949928,4.28000020980835,30.713598251342773,10.0,0.84,39.3,-26.76,7.6823363,-73,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7892676,120.9949928,4.28000020980835,30.713598251342773,10.0,-7.02,36.719997,-30.359999,33.76638,-73,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7892676,120.9949928,4.28000020980835,30.713598251342773,10.0,-2.6399999,37.32,-27.66,30.023859,-73,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7892871,120.9949955,4.214000225067139,6.905757427215576,10.0,19.02,32.52,-21.84,-34.253468,-73,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7892871,120.9949955,4.214000225067139,6.905757427215576,10.0,23.16,34.2,-15.719999,-33.599888,-73,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7892871,120.9949955,4.214000225067139,6.905757427215576,10.0,10.32,31.26,-28.08,1.0125126,-73,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7892871,120.9949955,4.214000225067139,6.905757427215576,10.0,6.18,30.3,-29.099998,9.8706045,-73,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7893087,120.9949956,4.113999843597412,357.2389221191406,10.0,20.58,25.619999,-23.699999,-50.517303,-73,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7893087,120.9949956,4.113999843597412,357.2389221191406,10.0,16.98,27.0,-25.26,-32.743168,-73,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7893087,120.9949956,4.113999843597412,357.2389221191406,10.0,7.62,30.72,-29.64,51.742947,-73,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7893087,120.9949956,4.113999843597412,357.2389221191406,10.0,11.219999,32.76,-28.56,10.573838,-73,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7893087,120.9949956,4.113999843597412,357.2389221191406,10.0,32.34,27.9,-19.02,-54.905857,-73,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7893087,120.9949956,4.113999843597412,357.2389221191406,10.0,23.88,31.019999,-27.84,-13.628543,-73,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7893326,120.9949928,4.013999938964844,352.39324951171875,10.0,16.619999,35.76,-27.48,54.872772,-73,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7893326,120.9949928,4.013999938964844,352.39324951171875,10.0,27.0,33.719997,-22.5,-35.460262,-73,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7893326,120.9949928,4.013999938964844,352.39324951171875,10.0,40.26,25.619999,-4.98,-63.936752,-73,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7893326,120.9949928,4.013999938964844,352.39324951171875,10.0,27.119999,19.02,-32.34,-37.10042,-73,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7893326,120.9949928,4.013999938964844,352.39324951171875,10.0,26.4,14.5199995,-33.239998,65.67713,-85,-84,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7893536,120.9949885,3.996999979019165,348.16650390625,10.0,37.079998,22.68,-11.219999,-46.74972,-85,-84,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7893536,120.9949885,3.996999979019165,348.16650390625,10.0,42.3,16.199999,1.0799999,152.68733,-85,-84,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7893536,120.9949885,3.996999979019165,348.16650390625,10.0,38.1,11.099999,-21.06,91.067245,-85,-84,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7893536,120.9949885,3.996999979019165,348.16650390625,10.0,34.62,13.62,-29.16,82.4455,-85,-84,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7893772,120.9949829,3.9089999198913574,346.47406005859375,10.0,44.64,16.98,-9.12,-37.70185,-85,-84,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7893772,120.9949829,3.9089999198913574,346.47406005859375,10.0,44.879997,15.54,-1.38,-61.17518,-85,-84,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7893772,120.9949829,3.9089999198913574,346.47406005859375,10.0,37.32,5.46,-29.88,93.72208,-85,-84,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7893772,120.9949829,3.9089999198913574,346.47406005859375,10.0,34.32,17.88,-26.88,10.434128,-85,-84,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7893772,120.9949829,3.9089999198913574,346.47406005859375,10.0,44.04,17.34,-6.18,-126.19104,-85,-84,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7893772,120.9949829,3.9089999198913574,346.47406005859375,10.0,38.879997,7.44,-21.119999,-36.927723,-85,-84,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7893919,120.9949808,7.326000213623047,348.1903076171875,0.0,29.16,0.65999997,-33.899998,92.450455,-85,-84,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7894008,120.9949763,10.630000114440918,340.1850280761719,0.0,37.86,20.34,-14.34,-13.804844,-86,0,-88,0,0,0,0,0,0,0,0,0,16,0,1
24.7894008,120.9949763,10.630000114440918,340.1850280761719,0.0,40.98,17.76,8.34,-137.84743,-86,0,-88,0,0,0,0,0,0,0,0,0,16,0,1
24.7894099,120.9949715,10.574999809265137,349.15673828125,0.0,39.059998,12.9,-17.279999,-20.915792,-86,0,-88,0,0,0,0,0,0,0,0,0,16,0,1
24.7894099,120.9949715,10.574999809265137,349.15673828125,0.0,29.16,8.76,-31.619999,69.267914,-86,0,-88,0,0,0,0,0,0,0,0,0,16,0,1
24.7894099,120.9949715,10.574999809265137,349.15673828125,0.0,36.42,22.02,-14.4,-56.60814,-86,0,-88,0,0,0,0,0,0,0,0,0,16,0,1
24.7894099,120.9949715,10.574999809265137,349.15673828125,0.0,40.68,19.32,-1.0799999,-102.541695,-86,0,-88,0,0,0,0,0,0,0,0,0,16,0,1
24.7894204,120.9949671,10.854999542236328,335.3576354980469,0.0,33.84,12.66,-26.039999,159.65776,-86,0,-88,0,0,0,0,0,0,0,0,0,16,0,1
24.7894204,120.9949671,10.854999542236328,335.3576354980469,0.0,23.039999,16.619999,-34.38,54.46326,-86,0,-88,0,0,0,0,0,0,0,0,0,16,0,1
24.7894321,120.9949597,10.781999588012695,326.45648193359375,0.0,39.36,14.759999,-14.759999,-79.75102,-86,0,-88,0,0,0,0,0,0,0,0,0,16,0,1
24.7894321,120.9949597,10.781999588012695,326.45648193359375,0.0,45.899998,5.46,-0.78,-78.26389,-86,0,-88,0,0,0,0,0,0,0,0,0,16,0,1
24.7894321,120.9949597,10.781999588012695,326.45648193359375,0.0,34.02,-1.26,-30.48,113.22522,-86,0,-88,0,0,0,0,0,0,0,0,0,16,0,1
24.7894321,120.9949597,10.781999588012695,326.45648193359375,0.0,38.7,14.4,-21.779999,-34.79179,-86,0,-88,0,0,0,0,0,0,0,0,0,16,0,1
24.7894448,120.9949509,11.001999855041504,332.6477355957031,0.0,46.32,5.8199997,0.06,-174.18423,-86,0,-88,0,0,0,0,0,0,0,0,0,16,0,1
24.7894448,120.9949509,11.001999855041504,332.6477355957031,0.0,44.94,1.86,-9.059999,-79.90019,-86,0,-88,0,0,0,0,0,0,0,0,0,16,0,1
24.7894592,120.9949438,12.133999824523926,331.32159423828125,0.0,35.399998,3.48,-28.38,73.65005,-86,0,-88,0,0,0,0,0,0,0,0,0,16,0,1
24.7894592,120.9949438,12.133999824523926,331.32159423828125,0.0,39.899998,17.58,-11.04,-56.53889,-86,0,-88,0,0,0,0,0,0,0,0,0,16,0,1
24.7894592,120.9949438,12.133999824523926,331.32159423828125,0.0,44.46,5.58,0.96,-133.18953,-88,-88,0,-90,0,0,0,0,0,0,0,0,16,0,1
24.7894747,120.9949345,11.907999992370605,328.181396484375,0.0,37.5,7.7999997,-22.38,-116.0765,-88,-88,0,-90,0,0,0,0,0,0,0,0,16,0,1
24.7894747,120.9949345,11.907999992370605,328.181396484375,0.0,32.64,7.2,-30.42,75.707535,-88,-88,0,-90,0,0,0,0,0,0,0,0,16,0,1
24.7894878,120.9949242,13.517999649047852,326.2441711425781,0.0,41.76,14.58,-9.66,-65.8552,-88,-88,0,-90,0,0,0,0,0,0,0,0,16,0,1
24.7894878,120.9949242,13.517999649047852,326.2441711425781,0.0,45.36,5.1,2.04,-104.714806,-88,-88,0,-90,0,0,0,0,0,0,0,0,16,0,1
24.7894878,120.9949242,13.517999649047852,326.2441711425781,0.0,36.12,5.7,-23.88,107.88601,-88,-88,0,-90,0,0,0,0,0,0,0,0,16,0,1
24.7894878,120.9949242,13.517999649047852,326.2441711425781,0.0,35.46,15.0,-21.18,32.80579,-88,-88,0,-90,0,0,0,0,0,0,0,0,16,0,1
24.7894966,120.9949161,9.805000305175781,324.6568298339844,0.0,40.559998,12.84,6.18,-133.6686,-88,-88,0,-90,0,0,0,0,0,0,0,0,16,0,1
24.7894966,120.9949161,9.805000305175781,324.6568298339844,0.0,40.32,9.78,6.3599997,-74.56085,-88,-88,0,-90,0,0,0,0,0,0,0,0,16,0,1
24.7895076,120.9949085,9.821000099182129,324.7816467285156,0.0,37.68,8.5199995,-18.24,96.03182,-88,-88,0,-90,0,0,0,0,0,0,0,0,16,0,1
24.7895076,120.9949085,9.821000099182129,324.7816467285156,0.0,37.8,21.66,-5.8199997,-28.691965,-88,-88,0,-90,0,0,0,0,0,0,0,0,16,0,1
24.7895076,120.9949085,9.821000099182129,324.7816467285156,0.0,42.059998,10.559999,11.099999,-166.7897,-88,-88,0,-90,0,0,0,0,0,0,0,0,16,0,1
24.7895188,120.9949017,9.85200023651123,321.5738220214844,0.0,43.62,7.2599998,0.71999997,-72.10693,-86,-87,-92,0,0,0,0,0,0,0,0,0,16,0,1
24.7895188,120.9949017,9.85200023651123,321.5738220214844,0.0,37.62,9.54,-19.439999,67.25107,-86,-87,-92,0,0,0,0,0,0,0,0,0,16,0,1
24.7895261,120.9948933,9.897000312805176,315.80145263671875,0.0,43.5,15.78,0.78,-56.772087,-86,-87,-92,0,0,0,0,0,0,0,0,0,16,0,1
24.7895261,120.9948933,9.897000312805176,315.80145263671875,0.0,43.26,5.52,9.9,143.92917,-86,-87,-92,0,0,0,0,0,0,0,0,0,16,0,1
24.7895261,120.9948933,9.897000312805176,315.80145263671875,0.0,43.379997,2.52,-9.3,-28.61353,-86,-87,-92,0,0,0,0,0,0,0,0,0,16,0,1
24.7895261,120.9948933,9.897000312805176,315.80145263671875,0.0,38.16,11.16,-19.8,73.22505,-86,-87,-92,0,0,0,0,0,0,0,0,0,16,0,1
24.7895366,120.9948818,9.918999671936035,314.27783203125,0.0,42.6,13.86,4.7999997,-60.020336,-86,-87,-92,0,0,0,0,0,0,0,0,0,16,0,1
24.7895366,120.9948818,9.918999671936035,314.27783203125,0.0,44.1,-0.12,10.26,177.26189,-86,-87,-92,0,0,0,0,0,0,0,0,0,16,0,1
24.7895466,120.9948727,9.916000366210938,314.47698974609375,0.0,38.399998,6.48,-21.3,-54.20249,-86,-87,-92,0,0,0,0,0,0,0,0,0,16,0,1
24.7895466,120.9948727,9.916000366210938,314.47698974609375,0.0,34.92,14.639999,-26.58,85.66289,-86,-87,-92,0,0,0,0,0,0,0,0,0,16,0,1
24.7895466,120.9948727,9.916000366210938,314.47698974609375,0.0,45.66,6.24,-5.8799996,-123.77879,-86,-87,-92,0,0,0,0,0,0,0,0,0,16,0,1
24.7895466,120.9948727,9.916000366210938,314.47698974609375,0.0,46.62,0.78,-1.02,-88.66805,-89,0,-92,0,0,0,0,0,0,0,0,0,16,0,1
24.7895556,120.9948612,9.895000457763672,312.1637268066406,0.0,36.719997,0.59999996,-25.8,103.98702,-89,0,-92,0,0,0,0,0,0,0,0,0,16,0,1
24.7895556,120.9948612,9.895000457763672,312.1637268066406,0.0,45.18,2.8799999,-8.94,-78.977356,-89,0,-92,0,0,0,0,0,0,0,0,0,16,0,1
24.7895631,120.9948497,9.869000434875488,310.3422546386719,0.0,45.239998,-9.66,0.65999997,-147.4337,-89,0,-92,0,0,0,0,0,0,0,0,0,16,0,1
24.7895631,120.9948497,9.869000434875488,310.3422546386719,0.0,45.239998,-2.6399999,-6.54,-90.30567,-89,0,-92,0,0,0,0,0,0,0,0,0,16,0,1
24.7895631,120.9948497,9.869000434875488,310.3422546386719,0.0,40.92,11.04,-16.02,88.22877,-89,0,-92,0,0,0,0,0,0,0,0,0,16,0,1
24.7895631,120.9948497,9.869000434875488,310.3422546386719,0.0,45.239998,3.0,4.38,-59.2108,-89,0,-92,0,0,0,0,0,0,0,0,0,16,0,1
24.7895675,120.9948387,9.89799976348877,308.5649719238281,0.0,43.44,-6.72,3.54,-110.66754,-89,0,-92,0,0,0,0,0,0,0,0,0,16,0,1
24.7895733,120.9948274,9.925999641418457,306.6662902832031,0.0,42.96,0.71999997,-9.12,-71.01721,-89,0,-92,0,0,0,0,0,0,0,0,0,16,0,1
24.7895733,120.9948274,9.925999641418457,306.6662902832031,0.0,40.98,10.32,-15.839999,116.26974,-89,0,-92,0,0,0,0,0,0,0,0,0,16,0,1
